X,y
0.0,9.262506697826145
0.06346651825433926,10.64742046739903
0.12693303650867852,9.409762832511692
0.1903995547630178,10.65421524524861
0.25386607301735703,8.801310870336092
0.3173325912716963,7.942691371313123
0.3807991095260356,8.235782211313909
0.4442656277803748,9.072842007377908
0.5077321460347141,8.6784818650853
0.5711986642890533,9.062867200051967
0.6346651825433925,9.366682898604783
0.6981317007977318,10.47224092490944
0.7615982190520711,9.537606480004149
0.8250647373064104,9.087950857586433
0.8885312555607496,8.978991713163198
0.9519977738150889,7.856656294936505
1.0154642920694281,8.447706113633826
1.0789308103237674,7.756942148112024
1.1423973285781066,7.739697880384847
1.2058638468324459,9.410549911848294
1.269330365086785,6.282913267867554
1.3327968833411243,8.054497481898649
1.3962634015954636,8.842727729460425
1.4597299198498028,7.719924202099057
1.5231964381041423,9.841736122988078
1.5866629563584815,6.931686312936061
1.6501294746128208,8.839469662234531
1.71359599286716,8.918913632622413
1.7770625111214993,6.104182312612508
1.8405290293758385,6.836959919563349
1.9039955476301778,8.88461916811634
1.967462065884517,7.943887199740242
2.0309285841388562,6.918808803487338
2.0943951023931957,6.2192163332726
2.1578616206475347,6.42763294512206
2.221328138901874,7.509377596201686
2.284794657156213,8.489596200926133
2.3482611754105527,7.223069166073895
2.4117276936648917,5.143678102261352
2.475194211919231,5.7992344062241115
2.53866073017357,6.547469034966702
2.6021272484279097,7.484418464810291
2.6655937666822487,7.6258318616280185
2.729060284936588,7.324268528759376
2.792526803190927,6.163405311050763
2.8559933214452666,7.674888548160866
2.9194598396996057,5.855606715722771
2.982926357953945,5.846513243245078
3.0463928762082846,7.670258906042883
3.1098593944626236,5.285750132052168
3.173325912716963,7.079656889714561
3.236792430971302,7.1341179401189105
3.3002589492256416,6.103085464252123
3.3637254674799806,6.022598552169451
3.42719198573432,6.152877358463022
3.490658503988659,4.425994678764758
3.5541250222429985,6.4833892590066275
3.6175915404973376,7.53954743442887
3.681058058751677,5.691398407763751
3.744524577006016,5.58310303515911
3.8079910952603555,6.648558466754225
3.8714576135146945,6.267484426224755
3.934924131769034,5.604484079692136
3.998390650023373,5.940310667855479
4.0618571682777125,6.2893875901220335
4.1253236865320515,5.604604174853699
4.188790204786391,4.429372173472515
4.25225672304073,5.418471528854778
4.3157232412950695,4.201895975091492
4.3791897595494085,3.4437460814274186
4.442656277803748,5.3266182798526
4.506122796058087,3.1643091773322904
4.569589314312426,2.5439523228905316
4.6330558325667655,1.9256699544439342
4.696522350821105,4.889329575260876
4.759988869075444,3.964413743313636
4.823455387329783,4.522732696562598
4.886921905584122,4.0791361208147245
4.950388423838462,7.109600489629068
5.013854942092801,3.551766251341788
5.07732146034714,3.7468747771474282
5.14078797860148,5.364640211283652
5.204254496855819,5.191108394864319
5.267721015110158,3.9762335999596083
5.331187533364497,3.3867138689979126
5.394654051618837,2.0662209096665523
5.458120569873176,3.2437414217963925
5.521587088127515,4.022991237588838
5.585053606381854,3.9837585645999534
5.648520124636194,1.5865228405408156
5.711986642890533,1.332480668451789
5.775453161144872,4.8012840652809405
5.838919679399211,2.5387141635833292
5.902386197653551,4.357683579253563
5.96585271590789,0.8072337903197648
6.029319234162229,4.599396068677139
6.092785752416569,3.120222940281621
6.156252270670908,0.9920486151233694
6.219718788925247,1.8369493898271299
6.283185307179586,1.430967076930179
